date,title,text,url
2009-02-12,Catharsis,"I love how the dogs can treat each other this way but know that if they ever tried this with me or Jon they’d be boiled, processed, and then ground into fertilizer. I’m guessing that this exact scene will happen one day between Leta and her little sister, and when it does I’ll let them off leash in the backyard.",https://dooce.com/2009/02/12/catharsis/
2009-02-12,Rare color in the snow,"It’s been snowing for three days straight, and combined with all the other snow that’s already on the ground and the constant overcast sky, it makes for a somewhat gray, dirty, and solemn backdrop to life. I could use a palm tree right about now.",https://dooce.com/2009/02/12/rare-color-in-the-snow/
2009-02-12,Sugar Lemon Body Lotion,"About a year ago when we took a “vacation” to San Diego (I use the term “vacation” here interchangeably with “nightmare”), I picked up a bottle of lemongrass and lavender body lotion at the Loews Coronado Bay Resort that was the best smelling body lotion I have ever used. Problem is you can’t get that lotion anywhere except for the resort, can’t order it online, so I had to make it last as long as I possibly could. I’m tempted to pay someone who lives in San Diego to drive to that hotel and pick me up a box full of that lotion. You didn’t think a bottle of lotion could be so transforming, did you? YOU’D BE WRONG.

I have since had to find a substitute lotion, and although this Fresh Sugar Lemon Body Lotion didn’t change my life like that San Diego lotion did, its scent is divine. Makes me smell like I’ve been sipping a lemon drop on the porch in June while watching the sun go down. Sure, the texture of the lotion is smooth and it absorbs well into the skin, but for me body lotion is all about scent. And this one is a keeper.",https://dooce.com/2009/02/12/sugar-lemon-body-lotion/
2009-02-16,"Draper, Utah LDS Temple","My mother, The Avon World Sales Leader, is conducting a special choir for the upcoming dedication of this recently completed Mormon temple in Draper, Utah. The general public is encouraged to come and tour the temple before its dedication, meaning unrepentant heathens like me and Jon have permission to take a look around, and since my mother has special access we got to skip the long lines. Let me tell you, it was not a disappointment. It’s a truly magnificent building, and the craftsmanship with which it was built will leave you speechless. Love the choices in materials, the stone work, the fabrics, the wallpaper, the hand-painted wall murals, every last detail. The baptismal font is unlike anything I have ever seen with my eyes. If you’re going to be in the Salt Lake City area any time in the next month I would encourage you to take some time and tour this building. LOOK AT ME BEING NICE TO THE MORMONS.",https://dooce.com/2009/02/16/draper-utah-lds-temple/
2009-02-16,Maternity trench coat,"I found this trench coat in the maternity section at Target , and although it’s pretty thin and doesn’t provide a lot of warmth, it’s big enough to fit around my growing belly and dressy enough to wear for several upcoming engagements including my book tour. I’ve already reached that point in my pregnancy where I’m generating my own heat with enough left over to power a small Caribbean island, and the thought of wearing a coat makes me choke with the prospect of suffocation. So this trench is just heavy enough, and the cut is such that I’ll be able to wear it long after I’ve given birth.",https://dooce.com/2009/02/16/maternity-trench-coat/
2009-02-16,Version 6.1,"You may have noticed that last week we launched a modified design to this website, and I didn’t want to say anything about it for a few days because I just couldn’t get enough of the disgruntled email. I sort of inadvertently conducted a little social experiment, one where the longer I remained silent about the changes, the angrier certain people became. In fact, it started when I failed to update the masthead at the very beginning of February, when I dared to subject people to the words JANUARY 2009 for several unbearable days. Here’s what some of you had to say:

Are your Christmas lights still hanging outside? Perhaps your tree is still in the corner of your living room, dropping needles and ornaments on a regular basis? It’s February 9th. As in NOT January any longer. Please change your masthead. It’s an embarrassment.

And this missive sent on February 5th…

You make LIVING off of this website. Therefore; I feel you have a responsibility to your readership and sponsors to keep your site current. I don’t have the slightest clue as how to design a masthead or a website or anything else for that matter. But Dude, it’s mid-February. Where’s the new masthead?

Some just cut to the chase, like this one sent on February 2nd:

It’s February and you haven’t changed your banner. So unprofessional.

Truth is, I was hoping that we could launch the major website design changes at the beginning of the month, but that date kept getting pushed back, and the February masthead I had designed fit the new layout. So I didn’t think it would upset the rotation of the Earth too much if the masthead remained in its January clothes for a few more days. Oh, how I underestimate the testiness of certain readers! I’m going to let you in on a secret… sometimes, when I’m feeling sinister, I like to use “your” when I mean “you’re” and “there” when I mean “they’re” because one or two or thirteen hundred of you find such a mistake so insufferable that you cannot help but send me an email that begins with, “I don’t usually do this, but…” and ends with your heads spontaneously exploding. It’s that popping sound I love so much.

And then the redesign… dear lord god, I don’t think I would have received such a strong response if I had visited your house and taken a shit in your Cheerios. There are several reasons I wanted to change things up a bit, and in the interest of being totally honest, the main one is BECAUSE I’M PREGNANT. The fact that I have not shaved my head and covered my face in tattoos can be explained only by my unwavering lethargy, and if I had maybe one or two cups of strong coffee I’d be out there right now looking for someone to dye my entire body blue. The need for change is as overwhelming as it is inexplicable, and this trickled right down into the design of my website. It’s probably all the hormones, but I was tempted for just a second to replace everything with a giant picture of my lily-white ass and a thought bubble shooting out of my crack. It would say: DUDE, IT’S MID-FEBRUARY.

Other reasons for the changes: many of you complained that the text was too small to read, so we enlarged the size of the text and added a bit of space around everything. Many of you complained that I never updated my website unaware that I post pictures and commentary every day in the Daily Photo, Daily Chuck, and Daily Style section of this website. Since I moved those thumbnails into the main content area, I’ve received countless emails to the tune of, “I like this new Daily Photo section you added…” A section that has been around for almost five years.

For those of you who found the relocation of those thumbnails a personal insult, I am terribly sorry, I did not mean for it to upset you so badly. We have since added tabs above the masthead that take you directly to the most recent post in those sections. I’m hoping this solves the navigational issues that frustrated so many of you.

Yes, I still plan on updating and changing the masthead every month, and I promise I will try to avoid using hot pink in future versions, although, did you read that paragraph above about spontaneous explosions? In the coming weeks we plan to launch several other changes mainly to the layout and function of the archives, changes that should make it so much easier to navigate through older content. It’s still a work in progress, and I’m listening to and taking notes of the more constructive suggestions. Best one so far:

I hate your new layout. Such a hassle to have to scroll. Two words: lame.

I asked Jon if he could please fix this bug.",https://dooce.com/2009/02/16/version-6-1/
2009-02-16,Wink!,"I was going to make a comment about Valentine’s Day and how we forgot to get each other anything, but I got too distracted by the tiny dog leg growing out of Chuck’s head. Like he absorbed a twin, and now it’s trying to escape his brain.",https://dooce.com/2009/02/16/wink/
2009-02-17,For lists or collections of dirty thoughts,"Maybe it’s because I graduated with a degree in English and was taught to carry around a notebook in case of a brilliant idea, but I don’t think a person can have too many of these in her possession. Plus, these are so much cheaper and better-looking than a Blackberry.

1. Flocked Jasmine Journal Set See Jane Work $10

2. Dried Umbel Mini Notebook Jengs Shop $7.50

3. Notebook & Pencil A Plus R Store $18

4. Doughnuts Architectural Journal Edesse Designs $12

5. Do Work Gocco Printed Notebook Two Guitars $8

6. Field Notes Three-Pack Coudal Partners $9.95

7. Orla Kiely Petal Pebble Journal Anthropologie $16

8. Basset Hound Secret Journal SecretMe $12

9. House pocket jotter Dozi $12

10. Notebook with chairs Cricicis Design $8",https://dooce.com/2009/02/17/for-lists-or-collections-of-dirty-thoughts/
2009-02-17,Right in the middle of the bedtime story,"“The clock struck twelve, so Cinderella ran out of the palace, down the stairs, and out—”

“Wait, wait. You’re not supposed to run in school.”

“I don’t think Cinderella is in school at this particular point in the story.”

“But if she runs in school, she would get a time-out.”

“Noted.”

“I’m better at school than Cinderella. I don’t ever run in school.”

“That’s awesome, Leta. Keep up the good work.”

“So I think you should let me have ice cream for breakfast.”",https://dooce.com/2009/02/17/right-in-the-middle-of-the-bedtime-story/
2009-02-17,The Hogan Five,"These are my sister’s five kids, clockwise from the left: Mariah, 17, Britton, 11, Meredith, 15, This One, 8, That One, 8. Mariah is the oldest grandchild on my side of the family, and I remember calling my mom from a pay phone in downtown Chattanooga, Tennessee in 1991 to ask if my sister had gone into labor yet. I was in the room when Britton was born. Meredith’s was the first diaper I ever changed. And I actually watched my sister go into labor with the twins, an experience you should NOT add to the list of things to do before you die. I thought I was going to witness her slow, torturous death.

She has raised some really good kids, I hope I can do half as good a job.",https://dooce.com/2009/02/17/the-hogan-five/
2009-02-18,400 thread count,"I imagine that when my mother and father see pictures of the dogs lounging casually on our sateen bed linens that they want to call each other up and go, where did we go wrong? Because according to my father, dogs poop. And creatures that do such things should live outside. My mother’s opinion of animals is a bit more forgiving than that of my father, but if she lived here she’d be down there in that bedroom vacuuming both dogs until they were bald.",https://dooce.com/2009/02/18/400-thread-count/
2009-02-18,Bookworm,"Today I put off a set of errands I needed to run until after Leta got out of school so that she could come with me, and as a reward for being so pleasant while sitting though an endless string of traffic lights I let her pick out a book on our trip to Costco. She thoroughly inspected the entire book display, thumbed through everything, and then declared, “I want something with a lot of words.” And then she promptly turned her nose up at several different Disney Princess sticker books BECAUSE THEY DIDN’T HAVE ENOUGH WORDS. We finally settled on a Barbie-themed page turner, one with a plot and character development. I wanted to nuzzle her neck right there in the middle of that warehouse and go WHO’S MY LITTLE NERD, WHO?!",https://dooce.com/2009/02/18/bookworm/
2009-02-18,"Lover, business partner, best friend","About a month or two ago I signed up for Facebook to reconnect with a group of friends I had in college at BYU and since then have noticed several memes making the rounds among my contacts. I’m not usually a fan of memes and couldn’t tell you exactly why, I think it goes back to being forced to participate in group activities when I was growing up in the Mormon Church and how the trauma of having to act like I was having a good time is such that when someone even mentions Pictionary my brain starts to liquify and drizzle out my nose. The quickest way to get me to sneak out of your party is to suggest we play charades, unless the rules are that you have to take a shot of tequila every time someone yells out, “SOUNDS LIKE?” Then I’ll be sleeping on your couch and stealing your Ibuprofen.

I recently saw one going around where you’re supposed to answer several trivial questions about your marriage, and I realized that as much as this website reveals about me, it says a lot less about the man who runs the business end of things. So I thought I’d bring this meme here to give you a peek at the person I spend my entire day with. Every day. All day every day. DAY IN AND DAY OUT. ECHO… ECHO… ECHO…

What are your middle names? My middle name is Brooke. Jon’s middle name is Hepworth. Can you guess which one of us is a great-great-grandchild of polygamists?

How long have you been together? We’ve been married six and a half years, together seven and a half.

How long did you know each other before you started dating? I met him in June of 1997 at an outdoor music festival in Salt Lake City, but we didn’t start dating until June of 2001 in Los Angeles. So, four years.

Who asked whom out? Hmmm… I guess that would have been me, except I didn’t ask him out, I asked him to move in with me. I do not like to dilly dally.

How old are each of you? I’m 33, he’s OLD 43. This ten-year age difference is an endless source of amusement for me, and I like to remind him that when he was a senior in high school, I was in third grade learning long division.

Whose siblings do you see the most? Jon is the fifth of six kids, I’m the youngest of three. All but one of the siblings live in Utah, so we see both sets quite often.

Which situation is the hardest on you as a couple? I think the thing that causes the most stress in our lives, and consequently the most stress in our marriage, is the same as it is for a lot of couples: work. This job is the same as any other in that there are weeks, sometimes months when the toll of it far outweighs the joy of it, and dealing with that toll can upset the balance of the rest of our lives. I’m not as good a communicator as he is, and he’s probably had to spend way too much time than is fair trying to pull things out of me. I’m working on that. I’m always working on that.

Did you go to the same school? We both graduated from BYU. He got a degree in Humanities in 1992, I got a degree in English in 1997.

Are you from the same home town? No. Jon grew up in a small northern Utah town called Brigham City, whereas I grew up in Memphis, Tennessee. Sadly, our daughter just looks at me blankly when I talk about chicken wangs.

Who is smarter? Jon is far smarter than I am and can retain information like a computer hard drive. He remembers everything he reads. I have to work a lot harder to process information, but I’m far more driven and persistent than he is. I have to work twice as hard to be half as quick.

Who is the most sensitive? Ahem. Next question.

Where do you eat out most as a couple? There’s a great sushi restaurant in downtown Salt Lake City called Takashi run by a chef who is half-Japanese, half-Peruvian. Whenever we plan a date this place is always at the top of our list.

Where is the furthest you two have traveled together as a couple? Amsterdam.

Who has the craziest exes? I wouldn’t call my exes crazy as much as I would describe them as diverse. It’s just, there are so many of them. And I can’t really talk about Jon’s exes as some of them are probably reading this right now. I will say this: none of Jon’s exes ever asked him to stick a kitchen utensil up her butt. He wins.

Who has the worst temper? Have I ever told you about the time we went as a family to Chipotle after swimming lessons? How Leta was holding her overtired shit together right up until she spilled her entire bowl of black beans down the front of her dress? And she was so inconsolable that we had to pack everything up immediately, and as I was shoving everything into a take-out bag she threw her body face-first on the floor in front of about thirty people. So Jon has to pick her body up off the floor, and she is screaming, SCRAAHEEEEMING, all the way to the car, the entire time we buckle her in, and ten minutes later when she FINALLY calms down, when the chaos has FINALLY silenced and we can all breathe again, Jon whips his head around from the front seat, looks her tear-stained face in the eyes and yells, “WE ARE NEVER GOING TO CHIPOTLE EVER AGAIN.”

BECAUSE SHE HAD NOT CRIED ENOUGH.

Who does the cooking? Definitely Jon. I have four recipes that I can make, and I don’t ever vary from that menu. Jon loves trying new things and rarely ever goes wrong when introducing something new he found in a cookbook. However, I often have to remind him to add more salt.

Who is the neat-freak? Let’s just put it this way: I am a much nicer person when he puts away his socks.

Who is more stubborn? I am Southern stubborn, he is Mormon Pioneer stubborn. And together we gave birth to a monster.

Who hogs the bed? Okay, fine. Me, but it’s not something I have any control over. My limbs take on a life of their own when I’m asleep, and at least once a night I will wake up to find him picking up my entire body and moving it back to my side of the bed.

Who wakes up earlier? Jon. He’s always up at about 6 AM reading feeds on his iPhone, steeling himself for the list of demands Leta will rifle off when she darts out of her bedroom.

Where was your first date? The LACMA on Wilshire Blvd. in Los Angeles.

Who is more jealous? This information is protected by the therapist-client privilege.

How long did it take to get serious? We were always serious. There was never a time in our romantic relationship when we did not think we would spend the rest of our lives together.

Who eats more? Me, no question. I’m usually finishing off the meal on his plate. However, he is the type of person who will stop by the gas station after an hour-long workout to pick up a bag of cherry Twizzlers and a Snickers bar and will have finished both before pulling into the driveway.

Who does the laundry? Someone cannot ever remember that he is not supposed to put my sports bras in the dryer, so someone is no longer allowed to do the laundry.

Who’s better with the computer? You should see the veins in Jon’s head bulge against his skin when he looks over and sees that it’s been three months since I ran a software update.

Who drives when you are together? Jon, but not because he’s a better driver. I lived in Los Angeles for over four years and did enough driving for a lifetime, so I’d be happy if I never had to drive again. However, he’s recently started to drive more slowly, a development we may have to work through in therapy. That session would go like this: I wouldn’t have to nag so much if he didn’t drive like such a dumbass.

Feel free to answer some or all of the same questions about your significant other in the comments, or leave a link to your website if you prefer answering there. Look how I answered all these questions about my husband without once mentioning his ex-wife!",https://dooce.com/2009/02/18/lover-business-partner-best-friend/
2009-02-19,Fuzzy baby bunny,"I found this adorable felted wool animal at the Little Love Blue Etsy shop , which I found through Holly’s always spot on Etsy Take Five Tuesdays . This bunny is so tiny and delicate, and yet so intricate in its detailing which is what I love so much about most handmade goods. I should probably save it for a spot on a shelf in the nursery, but for right now its keeping me company on my desk, far out of reach of a certain herding dog who drooled when I took it out of the packaging.",https://dooce.com/2009/02/19/fuzzy-baby-bunny/
2009-02-19,Lipstick on a pig,"Last Friday in preparation for our tour of the new Mormon temple , Jon and I had to wake up early, shower, and put on our Sunday best all before taking Leta to school. This upset the routine of the morning a bit as we usually just slip on pants and walk her into school wearing the shirts we slept in. My hair stylist takes her daughter to the same school, and I just know there have been mornings when she’s seen me climb out of the car, my face still imprinted with the outline of my pillow, my hair a nest of unruly tangles, and thought to herself, dear Lord, no wonder that woman hasn’t sent me any referrals.

Jon was wearing slacks and a pressed button-down shirt that morning, and I had on a fancy black maternity dress and boots. We looked like we had somewhere important to be, like spies maybe, and when we pulled into the parking lot at Leta’s school and found the place empty I demanded we stop the car and wait. We were going to need witnesses. There was no way we were going to have put so much work into cleaning ourselves up without having anyone see it. We’d be two trees in the forest falling over in silence, BECAUSE NO ONE WAS THERE TO HEAR US FALL.

So we waited for a few minutes, and when it was apparent that most of the kids had already been dropped off Jon tried to tell me how much he appreciated the work I had put into cleaning myself up. And I was all DOES NOT COUNT. It would need to be a mother who would call up another mother and go did you see the Armstrong woman? And the other mother would go no, but I heard she was wearing a dress! And then the original mother would go yeah, and she didn’t even smell like a hot dog!

Sadly, the only person who got to see the result of all my hard work was my own mother who by law is required to follow up any compliment with, “Is that a pimple on your forehead? Here, let me touch it.”",https://dooce.com/2009/02/19/lipstick-on-a-pig/
2009-02-20,Bride hair,"Three days ago I stopped by my salon to pick up some conditioner for my hair, and I asked the receptionist if my stylist was in so that I could ask her a few questions about curling irons, did she recommend a certain brand or size? Turns out my stylist wasn’t working on any clients at the time, so she took a few minutes and curled my hair for me. That was three days ago, and this picture was taken just now. Not only did the curl last that long, but when she originally styled it the curls were so tight that my hair was about two-inches shorter. And I went straight from the salon to pick up Leta from school. I guess I should have given that kid some warning, because when I walked in and she saw my hair she stood there mouth agape, her eyes about to pop out of her head, and then yelled in front of all the kids, “You look crazy !”",https://dooce.com/2009/02/20/bride-hair/
2009-02-20,Good source of potassium,"Leta would lose all respect for Chuck if she saw him touching this banana. There is nothing grosser in this world to that kid than a banana, and every morning when I cut one up and put it in my oatmeal she picks up her bowl of cereal and dramatically moves to the other side of the table. To get as far away as she can from the awful gore of it all. Do you have any idea how hard it is for me not to sneak into her bedroom at night and leave a banana peel on her pillow next to her head? REALLY REALLY HARD.",https://dooce.com/2009/02/20/good-source-of-potassium/
2009-02-20,What happens when Mommy and Daddy share a special hug,"“Mom, why is your belly so big?”

“Hmm… I don’t know, Leta. Why do you think so?”

“Because of all that food you’ve been eating.”

“THAT’S NOT WHERE I WAS GOING WITH THIS.”",https://dooce.com/2009/02/20/what-happens-when-mommy-and-daddy-share-a-special-hug/
2009-02-23,And here I thought one was a total kick in the ass,"This week I started a Momversation about the ethics of planned multiple births, or more specifically, holy cow, that woman has 14 kids. See here:

I wanted to bring this discussion here because I’m sure you’ve all got opinions about this story, and I’m willing to bet that a few of you let out a more than audible, “Do what?” when it was revealed that Nadya Suleman not only gave birth to premature octuplets, but that she also had six other kids waiting for her at home. And she lives with her mom. And she doesn’t have a job. And the father is not involved whatsoever. Did that story just get weirder and weirder, or what, right? It got to the point where I wouldn’t have been surprised if they reported that she kept all the placentas in her freezer so that if she ever ran out of strawberries she’d have something with which to make smoothies.

I remember where I was when I first heard about this story, and before any of the various details came out about this woman and her situation I told Jon, just wait. People are going to get all bent out of shape now about reproductive medicine. And in watching and reading the reactions to this story, I believe this is exactly what has happened. And dear lord, if people who struggle with infertility didn’t need more heartache and obstacles put in their way. As I say in the video, it’s such a shame that the media has turned this into such a circus, this isolated incident involving an obviously questionable and renegade doctor who I think holds most of the blame if there is any in this situation. And all it serves to do is make it harder for other people, other reasonable individuals, to explore their reproductive options. Because all of a sudden people are now saying asinine things about how women should be forced to adopt if they can’t conceive a child without medicine, or how the people of California should be able to force Nadya to give up her children because their tax dollars are being used to help raise them. Yes, how about we give a multiple choice test to women and let a committee decide who is and who isn’t fit to be a mother. Anyone with tattoos need not apply!

Is this an unfortunate and complicated situation? Absolutely, and I do not think it is physically possible for one person to take care of the basic needs of 14 children. She is going to need a considerable amount of help, and as much as people might be disgusted by Nadya, there are 14 children here who had no say at all as to what conditions they’d be born into. But again, I think this is an extremely isolated incident, and making sweeping statements and judgments about women’s reproductive rights and options because of it is ill-conceived and bone-headed.

I can’t believe I’m going to open comments on this because I imagine there will be a lot of screaming, but I’d love to hear from men and women who have struggled with infertility and would encourage others to listen to their side of this issue. Everyone play nice.",https://dooce.com/2009/02/23/and-here-i-thought-one-was-a-total-kick-in-the-ass/
2009-02-23,Grab your backpack!,His excuse is that Leta has moved on to Disney princesses and has no use for this toy anymore. I’ll be sure to mention this in the eulogy. After she sees this and becomes homicidal.,https://dooce.com/2009/02/23/grab-your-backpack-2/
2009-02-23,Sunset over the Pacific,"We’re renting a small place near the beach in Orange County for the week to take a much needed break from winter, and last night a stranger walking by asked me why I was taking a picture of the sunset when it wasn’t even the tiniest bit magnificent. I forgot that when you live here you don’t realize how criminally beautiful it is all the time, and that it took moving away to an extreme climate for me to appreciate weather like this. So I told the guy, look, it isn’t snowing, and I’m wearing flip-flops in February. THIS THE VERY DEFINITION OF MAGNIFICENT.",https://dooce.com/2009/02/23/sunset-over-the-pacific/
2009-02-24,Bling,"This is one of many wedding rings I own, something I picked up at either Walmart or Target for under twenty bucks. I’ve written about this before , how neither of us owns a traditional wedding ring because I’d rather use that kind of money on a kitchen remodel or to send a kid to college. This is the default one I wear around the house or when I’m running around town in my workout clothing, and it does a good job of tricking people into thinking it’s the real thing. Normally it’s a tiny bit big for my ring finger, but I’ve already started to retain water in my hands, and you can see here where it’s starting to pinch the skin. I’m guessing I’ve got about another month before I won’t be able to get this thing over my knuckle.",https://dooce.com/2009/02/24/bling/
2009-02-24,Parental discretion advised,This makes me as uncomfortable as I used to get when I would hear the sloshing going on in my parents’ bedroom because of certain things taking place on the waterbed. Some things you just DO NOT NEED TO KNOW.,https://dooce.com/2009/02/24/parental-discretion-advised/
2009-02-25,24 weeks,"Yesterday marked the 24th week of my pregnancy, and since we’re on vacation near a scenic, coastal backdrop we thought, why not?

I wasn’t anywhere near this big when I was this far along with Leta which makes me look at these photos and think, oh dear , and the voice in my head sounds exactly like Jon’s mother. Someone asked me yesterday if I’d had my lips plumped, and don’t I wish I could say yes, the roundness of my mouth has nothing at all to do with the 25 pounds I’ve gained since September. When in fact I think half the glass of orange juice I drank this morning is being retained in my left nostril.

Life at 24 weeks is pretty much what I expected it to be. My back is always killing me, shoes have stopped fitting, and when I’m standing at the foot of a staircase I have to plan my next move with the skill of a civil engineer. The biggest change is the color and clarity of my dreams, and while I’ve been having dreams about babies and labor this whole time, up until now they haven’t been so vividly real or haunting. Last week I had a dream that I dropped into a coma during labor, and when I came out of it two days later the first thing the doctor showed me was the baby’s birth certificate. It said: Maria Armstrong.

Was I concerned that I had been in a coma? Or that I had barely survived labor? No, I was ENRAGED that Jon had named the baby something WE HAD NOT AGREED ON. And in the dream I was tearing IVs and tubes out of my arms, throwing bed pans across the room, berating my husband for naming our baby Maria WHEN WE AREN’T EVEN CATHOLIC.

Not that Maria is a bad name. In fact, it is a perfectly lovely name, but I felt very strongly that Jon had taken advantage of the situation. Meaning he knew I was incapacitated and purposefully tried to screw with me. And I won’t even lie, I was mad at him for at least two days even though it was only a dream. And now I’m worried that he’s going to sneak off at the hospital and write some random name on the birth certificate, THAT DREAM WAS SO REAL. He should not be surprised when years from now we’re sitting around a table at a dinner party with friends and I go, “Did I ever tell you about the time Jon went behind my back and named our kid Maria?”",https://dooce.com/2009/02/25/24-weeks/
2009-02-25,Good thing he matches the towels in the bathroom,"Jon’s mother used to tell Jon that he had potatoes growing in his ears and that’s why she had to clean them out with q-tips. We both thought this was adorable, and so this is the explanation we’ve given Leta, not thinking we’d get to school one day and her teacher would confront us and ask us why we put potatoes in her ears. My answer was that we ran out of room in the pantry.",https://dooce.com/2009/02/25/good-thing-he-matches-the-towels-in-the-bathroom/
2009-02-25,Hidden cove,"Yesterday was one of those beautiful Southern California days that I often dream about, so we headed down to the beach to take some photos. Totally forgot about the temperature of the Pacific Ocean, HOLY CRAP, stuck one toe in and I almost froze the baby. Jon reminded me, “This isn’t Florida.”",https://dooce.com/2009/02/25/hidden-cove/
2009-02-26,Succulent,"I’m only guessing that this is a succulent, and I’m sure one of you will correct me if I’m wrong. But it’s plants like this one that are satisfying my longing need to be surrounded by green, fragrant foliage. I wish I could pluck it out of the ground, stick it in my luggage and take it back with me to Utah, but I’m guessing there are rules against that.",https://dooce.com/2009/02/26/succulent/
2009-02-28,March 2009,,https://dooce.com/2009/02/28/march-2009/
2009-03-01,Bizkit the Sleep Walking Dog,"I should probably warn you that I laughed so hard at this dog that I thought I might have gone into premature labor. So if you’re anywhere near your 40th week of pregnancy and tired of sitting there twiddling your nipples to stimulate labor, just load up this video and watch it several times in a row. Although it might not leave you enough time for the epidural.

(thanks to our good friend, Marshall )",https://dooce.com/2009/03/01/bizkit-the-sleep-walking-dog/
2009-03-02,Catty,"Almost every inch of snow has melted in our backyard (just watch, the mere fact that I make mention of this means that the moment I hit publish it will start snowing), which means these guys are a little more playful with each other when we let them out in the morning. So now we have our morning coffee to the sound of Coco’s hyena-like screaming which I will not complain about one bit if it means I don’t have to put those damn snow boots on again.",https://dooce.com/2009/03/02/catty/
2009-03-02,Lions and tigers and spiders,"Leta’s fear of spiders has recently grown into a full blown neurosis, and I’m afraid the entirety of her phobia is all my fault. I am the type of person who cannot remain calm when in the presence of a tiny bug and have been known to yelp, jump three feet into the air, and throw my entire body around Jon’s shoulders at the sight of a cricket. It’s an involuntary reaction, an overwhelming feeling that I’m going to die, and so it is impossible to keep my cool or provide a quality example to my child of how to act like a reasonable human being. So when she freaks out about a spider she gets nothing but sympathy from me, and where I should be comforting her that everything is going to be okay, I’m instead spraying a machine gun stream of hyperventilating syllables into the air, like YOU HAVE EVERY RIGHT TO BE FREAKED OUT BECAUSE WE’RE ALL GOING TO DIE.

Every night after we turn off her light Leta asks us about spiders, are there any in her room, and are they going to get her? And one night Jon gave her a detailed explanation about how spiders don’t come out in the winter, how we have a guy come spray the house in spring to make them all go away. Except he didn’t give me the script, didn’t tell me about this explanation, and the next night when I put her to bed and she asked about the guy who sprayed the house, I was all, huh? And she was all, THE GUY! THE GUY! And I was all, what guy? And she was all, THE GUY WHO KILLS THE SPIDERS! And I just could not wrap my head around what she was getting at: a guy? Who visits the house and kills spiders? Did Jon make up a Santa Claus-like figure to ease her fear? Come to find out he was just talking about an exterminator, but because I could not get the right synapses to fire in my brain we now have a five-year-old who believes that in addition to delivering colorful eggs and candy, the Easter Bunny also walks around the house shooting insects with a tank of poison.

Before we left for our trip to California Jon pulled me aside and made me promise to hold my shit together if I encountered any bugs, and I agreed. Leta was already going to be sleeping in a new bed, and if she had any idea how many relatively exotic bugs there were lurking around every corner there was no way we’d ever be able to get her to sleep. And everything was fine up until last Wednesday night when during the bedtime ritual I saw an abomination of God slithering along the baseboard in the hallway. It had maybe 400 separate legs, and jutting out at a 90 degree angle from its head were two bulbous, alien antennae. I froze, bit my lip to muffle a scream, and tried not to think about the look of satisfaction on its face when it eventually climbed up my arm and burrowed into my skull.

Slowly I gathered myself, walked into the room where Jon was preparing Leta for bed and said, “Jon! Hi! Can I speak with you for a second? IT’S VERY IMPORTANT.” I tried to open my eyes as wide as they would go to signal IMPORTANT, IMPORTANT, IMPORTANT, but by the look on Jon’s face I could tell it was coming across as LOONEY, LOONEY, LOONEY.

He shook his head, like what? Can’t you see I’m in the middle of putting the child to bed? So I said it again, “HUSBAND. THERE IS IMPORTANT WORK FOR YOU OUTSIDE OF YOUR DUTIES HERE. COME, LET ME WHISPER ABOUT IT IN YOUR EAR.”

So he casually handed Leta the top to her pajamas and took a couple of steps toward me before I grabbed his arm so forcefully that I almost pulled him to the ground. “A BUUUUUUG!” I whispered into his ear. “THERE’S A BUUUUUUUG . A BUUUUUUUUUUUUG! AND IT WANTS TO EAT MY FAAAAAACE!”

He snapped his body around like a commander in an army, told Leta very calmly that he would be back momentarily, and headed out into the treacherous hallway. Meanwhile I did everything I could to distract Leta. I quickly shoved her shirt over her head, marched her into the bathroom, and shoved a toothbrush into her mouth. Just then we both heard a THWACK! reverberate through the entire building.

THWACK! again followed by two more… THWACK! THWACK!

“Jesus!” I heard Jon scream… THWACK! THWACK!… THWACK!

“What is that noise ?” Leta asked, toothpaste dripping from the side of her mouth. And just then Jon rounded the corner, his flip-flop in his right hand, a wadded-up tissue in his left.

“Daddy?” she asked as he walked over to the toilet and dropped the tissue. “ What are you doing with your shoe ?”

“This?” he said, a tiny drop of sweat making its way down the side of his face. “This is called Learning To Live With You and Your Mother.”",https://dooce.com/2009/03/02/lions-and-tigers-and-spiders/
2009-03-02,The princess tree,"This was one of the trees planted within blocks of the place we rented in Southern California, something I purposefully walked by every morning on my way down to the beach. I imagine that if we had one of these in our backyard that Leta would have me cut off all the branches and display them in her room whenever it bloomed like this, she could not get over the color. And frankly, neither could I.",https://dooce.com/2009/03/02/the-princess-tree/
2009-03-03,Flutter sleeve top,"We stopped into the Gap last week while on vacation and I found a rack of these loose-fitting tops in various colors. The XL is big and droopy enough to fit me through the end of the pregnancy, so I picked out three different colors. The cut is such that it could have been hanging in the maternity section if Gap had one. Only problem is these will not do a very good job of disguising my belly button once it pops out like a menacing jack in the box. BOO!",https://dooce.com/2009/03/03/flutter-sleeve-top/
2009-03-03,The long-suffering older sibling,"Jon picked up these newfangled Kongs at the vet recently, and here Chuck is enjoying a treat of peanut butter moments before Coco got hold of the toy and chewed it into several hundred tiny pieces. The packaging bragged that it was indestructible, but I guess I should have checked the fine print where it says EXCEPT IF YOUR DOG IS SATAN.",https://dooce.com/2009/03/03/the-long-suffering-older-sibling/
